P_NAME,P_STATUS,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_YEAR,P_UPDATED,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_TPERI,P_TPERI_ERROR_MIN,P_TPERI_ERROR_MAX,P_ANGULAR_DISTANCE,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,P_TEMP_MEASURED,P_GEO_ALBEDO_ERROR_MIN,P_GEO_ALBEDO_ERROR_MAX,P_DETECTION,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_TYPE,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_LOG_G,S_ALT_NAMES,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
HD 7199 b,3.0,85.813561,-9.5348401,9.5348401,5.053468,-0.20178000000000001,0.208506,2011.0,2018-09-06,615.0,-7.0,7.0,1.36,-0.02,0.02,0.19,-0.16,0.16,73.99300000000001,-0.0344,0.027600000000000003,130.632,-23.753999999999998,17.91,2455103.54,-12.876,12.876,37.6,0.548,-0.09680000000000001,0.1044,0.0,0.0,0.0,Radial Velocity,HD 7199,17.696762,-66.188164,8.027,36.19,-0.04,0.04,0.32,-0.0219999998,0.0420000002,0.77,-0.09,0.09,0.97,-0.02,0.02,K0 IV/V,6.730000039999998,-1.918,1.918,5371.0,-28.0,28.0,4.35,"HD 7199, HIP 5529",2.5224023,7.247569540000001,4.2319621839999995,3.0059637596,0.053027058,1.384548,1.1016,1.6184,1.3662111,0.38633043,0.26784342,0.57810253,199.47993,183.28003,222.1499,Jovian,0.97,K,1.1797842,01 10 47.2231,-66 11 17.3904,0.70154046,0.64358836,1.5349704,0.81519311,1.4552909,0.86235802,1.4552909,0.78695437,1.4552909,2.2614664,0.924082,0.42284516,1.0,1.0,Warm,0.0,0.33168878,Tucana,Tuc,Toucan,11.126015,85.813561,1.36
HD 72490 b,3.0,561.91991,-25.42624,25.42624,5.84041,-0.195054,0.25558800000000004,2018.0,2018-12-06,858.0,-12.0,12.0,1.88,-0.21,0.21,0.124,-0.046,0.046,81.9882,-0.040600000000000004,0.0366,145.0,-23.0,23.0,2440320.0,-230.0,230.0,14.8,0.2186,-0.1336,0.1378,0.0,0.0,0.0,Radial Velocity,HD 72490,128.40271,13.55079,7.82,126.79,-1.09,1.09,0.052000000000000005,-0.066,0.066,1.21,-0.25200000000000006,0.242,4.96,-0.26999999999999996,0.27399999999999997,G5,3.8160000000000003,-1.86,2.9,4934.0,-80.0,77.2,3.21,"HD 72490, HIP 41997",6.74748122,68.3791334,24.58356126,10.139290591999998,0.12756852,1.8944534,1.64688,2.11312,1.8836318,3.7247547,2.9255011,4.8164235,352.90601,333.19231,377.42101,Jovian,4.96,G,8.5601811,08 33 36.6520,+13 33 02.8440,13.06317,2.8397485,6.8840944,3.5969649,6.5267373,3.8068872,6.5267373,3.4724844,6.5267373,9.7586122,0.50709405,0.49160118,0.0,0.0,Hot,0.0,0.26702,Cancer,Cnc,Crab,13.425744,561.91991,1.88
HD 72659 b,3.0,1223.6378,-73.100441,73.100441,8.454581999999998,-0.322848,0.354236,2002.0,2018-09-06,3658.0,-32.0,32.0,4.75,-0.08,0.08,0.22,-0.03,0.03,59.501999999999995,-0.7741999999999999,0.8085999999999997,291.101,-17.439,17.4598,2455870.04,-151.26,151.32,91.4,0.3518,-0.16060000000000002,0.1078,0.0,0.0,0.0,Radial Velocity,HD 72659,128.51329,-1.568217,7.46,51.97,-0.14,0.14,-0.02,-0.052000000000000005,0.052000000000000005,1.43,-0.11,0.11,1.46,-0.02,0.02,G2 V,2.996,-1.6131999999999997,1.6134,5932.0,-19.0,19.0,4.27,"HD 72659, HIP 42030",5.75355658,34.4849318,3.31181974,0.32486041,0.3518404,4.86495,3.705,5.795,4.7792047,0.10744457,0.070419356,0.1722751,144.5163,131.24051,164.13475,Jovian,1.46,G,8.5675531,08 34 03.1912,-01 34 05.5812,2.3648246,1.1433513,2.683247,1.44819,2.5439622,1.5311721,2.5439622,1.3979159,2.5439622,4.1520563,2.9778156,0.51975237,0.0,0.0,Cold,0.0,0.1681931,Hydra,Hya,Water Snake,12.973804,1223.6378,4.75
HD 72892 b,3.0,1732.1626,-117.59636,117.59636,11.351246,-0.45288399999999995,0.4439159999999999,2016.0,2016-11-10,39.475,-0.004,0.004,0.228,-0.008,0.008,0.423,-0.006,0.006,89.03960000000001,-0.2834,0.341,344.35,-0.8,0.8,2456774.8600000003,-6.32654,6.72654,3.26,0.352,-0.11100000000000002,0.0904,0.0,0.0,0.0,Radial Velocity,HD 72892,128.71915,-14.456694,8.83,69.87,-0.19,0.19,0.25,-0.1,0.1,1.02,-0.05,0.05,1.22,-0.06,0.06,G5 V,8.0,-3.0,3.0,5688.0,-100.0,100.0,4.27,"HD 72892, HIP 42098",12.3363242,153.766198,14.060944479999998,1.3085229459999999,0.015699725,0.24839791,0.131556,0.324444,0.23342697,29.63375,13.260722,80.653894,573.16685,486.16837,763.48629,Jovian,1.22,G,8.5812769,08 34 52.5969,-14 27 24.0984,1.3958754,0.89143603,2.1053719,1.129117,1.9960838,1.194075,1.9960838,1.0899595,1.9960838,3.1899737,1.749577,0.50926039,0.0,0.0,Hot,0.0,0.10433789,Hydra,Hya,Water Snake,12.776919,1732.1626,0.228
HD 73267 b,3.0,984.31333,-13.666604,13.984432,7.199062,-0.255588,0.266798,2008.0,2019-06-27,1245.36,-2.81,2.81,2.187,-0.016,0.016,0.23,-0.014,0.014,89.9882,-0.023,0.0196,231.799,-3.286,3.136,2456842.7,-12.0,11.4,39.8,0.3674,-0.08620000000000001,0.1022,0.0,0.0,0.0,Radial Velocity,HD 73267,129.07407,-34.45998,8.889,54.91,-3.0,3.0,0.07,-0.04,0.04,0.9,-0.02,0.02,0.91,-0.03,0.03,G5 V,8.14,-3.505,3.505,5387.0,-10.0,10.0,4.45,"HD 73267, HIP 42202",5.981542360000001,37.51148439999999,3.27738832,0.288558054,0.17354882,2.2448461,1.68399,2.69001,2.2017192,0.13423441,0.086347853,0.22033339,152.65245,138.10449,174.54804,Jovian,0.91,G,8.6049382,08 36 17.7775,-34 27 35.9280,0.62482635,0.60684374,1.4465581,0.7686507,1.3714681,0.81310947,1.3714681,0.74202288,1.3714681,2.1342409,1.0005351,0.489865,0.0,0.0,Cold,0.0,0.18789128,Pyxis,Pyx,Compass,13.098639,984.31333,2.187
HD 73526 b,3.0,978.91025,-98.526681,98.526681,11.568719999999999,-0.6187920000000001,0.6187920000000001,2002.0,2018-09-06,188.3,-0.9,0.9,0.65,-0.01,0.01,0.19,-0.05,0.05,71.51,-0.12200000000000003,0.12400000000000003,79.04599999999999,-10.352,10.322,2454641.82,-3.4939999999999998,3.4939999999999998,6.67,0.4164,-0.0732,0.076,0.0,0.0,0.0,Radial Velocity,HD 73526,129.31868,-41.319103,8.971,97.51,-0.32,0.32,0.22,-0.048,0.048,1.14,-0.15,0.15,1.53,-0.03,0.03,G6 V,4.906,-2.164,2.164,5601.0,-24.0,24.0,4.12,"HD 73526, HIP 42282",7.485443000000001,56.95287880000001,5.08219756,0.46260769,0.050056782,0.6617325,0.5265,0.7735,0.65296852,4.9761229,3.4499529,7.4462403,377.90466,347.21478,420.85178,Jovian,1.53,G,8.6212458,08 37 16.4848,-41 19 08.7708,2.0641146,1.0895841,2.5798295,1.3800999,2.4459126,1.4596164,2.4459126,1.3322546,2.4459126,3.8790973,1.5635881,0.48193235,0.0,0.0,Hot,0.0,0.2321675,Vela,Vel,Sails,13.101812,978.91025,0.65
HD 73526 c,3.0,715.11301,-41.31764,41.31764,8.257285999999999,-0.46409400000000006,0.6210340000000001,2005.0,2014-05-14,379.1,-0.5,0.5,1.03,-0.02,0.02,0.28,-0.05,0.05,89.935,-0.0526,0.0462,272.0,-10.0,10.0,2453300.0,-10.0,10.0,10.6,0.364,-0.0988,0.1244,0.0,0.0,0.0,Radial Velocity,HD 73526,129.31868,-41.319103,8.971,97.51,-0.32,0.32,0.22,-0.06599999999999999,0.06599999999999999,1.14,-0.15,0.15,1.53,-0.03,0.03,G6 V,4.082,-1.8939999999999997,1.8739999999999999,5601.0,-24.0,24.0,4.12,"HD 73526, HIP 42282",6.48474166,43.040276199999994,4.21524222,0.423461262,0.063500655,1.070376,0.7416,1.3184,1.0403637,2.0266937,1.1875158,3.7531365,299.38895,265.95292,354.60389,Jovian,1.53,G,8.6212458,08 37 16.4848,-41 19 08.7708,2.0641146,1.0895841,2.5798295,1.3800999,2.4459126,1.4596164,2.4459126,1.3322546,2.4459126,3.8790973,1.5635881,0.48193235,0.0,0.0,Hot,0.0,0.34630363,Vela,Vel,Sails,13.284082,715.11301,1.03
HD 73534 b,3.0,353.42474,-18.751852,18.751852,6.826889999999999,-0.143488,0.174876,2008.0,2018-12-06,1750.0,-24.0,24.0,2.99,-0.15,0.15,0.126,-0.057,0.057,73.99159999999999,-0.017,0.015,168.0,-23.0,23.0,2457100.0,-130.0,130.0,35.8,0.2958,-0.09860000000000001,0.1038,0.0,0.0,0.0,Radial Velocity,HD 73534,129.81584,12.960376,8.23,83.53,-0.37,0.37,-0.030000000000000006,-0.06200000000000001,0.06200000000000001,1.16,-0.036,0.05,2.58,-0.016,0.018000000000000002,G5,5.175400000000001,-1.8292000000000002,2.8492,4917.0,-54.6,54.6,3.6,"HD 73534, HIP 42446",3.3359568000000004,12.0292937,2.311689844,0.8862540696,0.17589256,3.0137346,2.61326,3.36674,2.9959649,0.39306249,0.30754575,0.51046227,201.12163,189.72403,215.34551,Jovian,2.58,G,8.6543899,08 39 15.8037,+12 57 37.3536,3.4860121,1.4681132,3.5614618,1.8595847,3.3765841,1.9681503,3.3765841,1.7952312,3.3765841,5.0411337,0.48561868,0.48473434,1.0,1.0,Warm,0.0,0.31579843,Cancer,Cnc,Crab,13.702474,353.42474,2.99
HD 74156 b,3.0,572.09041,-19.06968,19.06968,15.492219999999998,-0.9416400000000001,0.9416400000000001,2003.0,2014-05-14,51.645,-0.003,0.003,0.292,-0.004,0.004,0.627,-0.009,0.009,88.394,-0.8220000000000001,0.8360000000000001,176.5,-1.2,1.2,2453788.6,-0.09,0.09,4.52,0.386,-0.056600000000000004,0.06040000000000001,0.0,0.0,0.0,Radial Velocity,HD 74156,130.60467,4.578097,7.614,64.6,-4.6,4.6,0.11,-0.03,0.03,1.24,-0.04,0.04,1.1400000000000001,-0.026000000000000002,0.026000000000000002,G0,2.504,-1.1,1.34,6068.0,-44.0,44.0,4.456,"HD 74156, HIP 42723",5.77142726,33.372388799999996,2.15714026,0.140149414,0.008418303,0.34939683,0.108916,0.475084,0.30864551,213.70544746000002,199.4648835,233.55154604,710.2044480000001,680.052684,757.4078,Jovian,1.1293637,G,8.7069788,08 42 25.1236,+04 34 41.1492,1.53443994,0.9080002580000001,2.12620738,1.1500868499999999,2.01583812,1.21588918,2.01583812,1.1101444520000001,2.01583812,3.3169830000000005,3.5870028,0.49563088,0.0,0.0,Hot,0.0,0.1694457272,Hydra,Hya,Water Snake,13.415153,572.09041,0.292
HD 74156 c,3.0,2561.6937,-117.59636,117.59636,13.96766,-1.0985800000000001,1.30036,2003.0,2014-05-14,2473.0,-13.0,13.0,3.85,-0.054,0.054,0.432,-0.013,0.013,82.84799999999998,-1.73,1.548,258.6,-2.7,2.7,2453415.0,-13.0,13.0,59.6,0.53142,-0.04844,0.0453,0.0,0.0,0.0,Radial Velocity,HD 74156,130.60467,4.578097,7.614,64.6,-4.6,4.6,0.11,-0.03,0.03,1.24,-0.04,0.04,1.1960000000000002,-0.026000000000000002,0.026000000000000002,G0,2.0722,-0.9380000000000001,0.9380000000000001,6068.0,-44.0,44.0,4.354,"HD 74156, HIP 42723",13.0256618,170.326588,12.333850420000001,0.90844087,0.27858824,4.2092512,2.1868,5.5132,3.9458539,0.332523856,0.15756791220000002,0.9196117020000001,182.888362,157.327792,240.67237400000005,Jovian,1.1960000000000002,G,8.7069788,08 42 25.1236,+04 34 41.1492,1.70041294,0.9289692520000001,2.1819012,1.176650244,2.06864076,1.2441008620000003,2.06864076,1.1358050839999998,2.06864076,3.3701318000000002,3.5870028,0.49563088,0.0,0.0,Hot,0.0,0.284495082,Hydra,Hya,Water Snake,12.558821,2561.6937,3.85
HD 7449 b,3.0,161.45663,-35.278908,35.278908,5.510836,-0.29146,0.408044,2011.0,2019-03-14,1255.5,-5.1,5.1,2.38,-0.04,0.04,0.92,-0.03,0.03,73.96400000000001,-0.0234,0.05800000000000001,69.9,-5.7,5.7,2453824.2600000002,-59.040000000000006,96.16,61.5,0.4588,-0.16260000000000002,0.1244,0.0,0.0,0.0,Radial Velocity,HD 7449,18.622173,-5.047387,7.483,38.71,-0.06,0.06,-0.066,-0.024,0.024,1.05,-0.048,0.05,1.3980000000000001,-0.032,0.032,G0 V,4.1342,-0.826,0.826,6024.0,-19.8,19.8,4.51,"HD 7449, HIP 5806",4.587952660000001,23.9466273,2.398998604,0.24853781959999996,0.010203308,3.387216,0.1904,4.5696,2.7626029,0.47170239,0.050148878,28.885754,155.05654,120.56194,590.63045,Jovian,0.94209467,G,1.2414783,01 14 29.3218,-05 02 50.5932,1.047171,0.75657476,1.7717706,0.95828918,1.6797998,1.0131215,1.6797998,0.92500867,1.6797998,2.7629471,3.1464807,0.46890071,0.0,0.0,Cold,0.0,0.33563575,Cetus,Cet,Whale,14.183048,161.45663,2.38
HD 75289 b,3.0,155.73572,-9.5348401,9.5348401,12.05075,-0.441674,0.441674,1999.0,2018-09-06,3.50927,-6.4e-05,6.4e-05,0.05,0.0,0.0,0.03,-0.03,0.03,81.692,-5.048,3.8600000000000003,196.45999999999998,-31.306,13.925999999999998,2452257.22,-3.0538,3.1138000000000003,1.72,0.4718,-0.047,0.063,0.0,0.0,0.0,Radial Velocity,HD 75289,131.91829,-41.736794,6.35,29.14,-0.02,0.02,0.26,-0.084,0.08600000000000001,1.29,-0.1,0.1,1.23,-0.02,0.02,G0,4.38,-0.7248000000000001,0.7248000000000001,6117.0,-16.0,16.0,4.37,"HD 75289, HIP 43177",3.4931221999999997,12.60784874,1.1008191740000002,0.12449250860000001,0.0023976905,0.0500225,0.0485,0.0515,0.050005631,759.46594,715.54728,806.80636,1337.207,1317.6634,1357.8045,Jovian,1.23,G,8.7945531,08 47 40.3910,-41 44 12.4584,1.8978103,1.0127544,2.3669364,1.2827669,2.2440713,1.356063,2.2440713,1.2381992,2.2440713,3.719548,3.9537952,0.502205,0.0,0.0,Hot,0.0,0.064856719,Vela,Vel,Sails,14.20558,155.73572,0.05
HD 75784 b,3.0,317.828,-44.49592,44.49592,5.912153999999999,-0.174876,0.286976,2014.0,2018-12-06,341.2,-1.1,1.1,1.032,-0.066,0.066,0.097,-0.063,0.063,73.438,-0.11480000000000001,0.12480000000000002,350.0,-200.0,200.0,2440041.0,-67.0,67.0,12.1,0.44939999999999997,-0.119,0.1166,0.0,0.0,0.0,Radial Velocity,HD 75784,133.09975,13.233433,7.84,85.64,-0.52,0.52,0.20600000000000002,-0.078,0.07780000000000001,1.26,-0.358,0.358,3.4,-0.1,0.1,G5,5.0120000000000005,-3.214,3.6420000000000003,4867.0,-70.2,70.2,3.46,"HD 75784, HIP 43569",3.4070449199999997,12.31244552,2.6892055360000002,1.8514046174,0.058897002,1.036855,0.931896,1.132104,1.0332177,5.4825838,4.5343936,6.692016,389.15442,371.77032,409.76433,Jovian,3.4,G,8.8733169,08 52 23.9409,+13 14 00.3588,5.8115485,1.899861,4.6183729,2.4064599,4.3786293,2.5471002,4.3786293,2.3231852,4.3786293,6.5089316,0.45810005,0.49828136,0.0,0.0,Hot,0.0,0.21718167,Cancer,Cnc,Crab,13.766628,317.828,1.032
HD 75784 c,3.0,1792.5499,-228.83616,228.83616,14.077518000000001,-0.721924,0.766764,2018.0,2018-12-06,7900.0,-2000.0,2000.0,8.4,-1.4,1.4,0.489,-0.092,0.092,65.922,-3.155,2.588,325.0,-12.0,12.0,2431200.0,-5900.0,5900.0,98.1,0.37,-0.10500000000000001,0.09179999999999999,0.0,0.0,0.0,Radial Velocity,HD 75784,133.09975,13.233433,7.84,85.64,-0.52,0.52,0.296,-0.076,0.076,1.26,-0.068,0.10800000000000001,3.4,-0.05,0.05,G5,0.0068000000000000005,-0.014199999999999999,0.07239999999999999,4867.0,-64.0,84.0,3.46,"HD 75784, HIP 43569",13.95072524,211.77104960000003,15.131928299999998,1.098786778,0.48289455,9.4043082,4.2924,12.5076,8.673349,0.0944225,0.037148724,0.31542165,134.31499,111.84869,190.92719,Jovian,3.4,G,8.8733169,08 52 23.9409,+13 14 00.3588,5.8115485,1.899861,4.6183729,2.4064599,4.3786293,2.5471002,4.3786293,2.3231852,4.3786293,6.5089316,0.45810005,0.49828136,0.0,0.0,Cold,0.0,0.15885306,Cancer,Cnc,Crab,12.757668,1792.5499,8.4
HD 75898 b,3.0,861.31389,-114.41808,114.41808,8.826754,-0.45960999999999996,0.48202999999999996,2007.0,2018-09-27,422.9,-0.29,0.29,1.191,-0.073,0.073,0.11,-0.01,0.01,97.33500000000001,-5.055199999999999,5.4502,241.1,-5.2,5.2,2463299.0,-5.9,5.9,15.2,0.45600000000000007,-0.1548,0.11040000000000001,0.0,0.0,0.0,Radial Velocity,HD 75898,133.46168,33.056812,8.03,78.23,-0.3,0.3,0.28,-0.082,0.082,1.26,-0.23,0.23,1.58,-0.11,0.11,G0,3.56,-0.65,0.65,5963.0,-49.2,49.2,4.286,"HD 75898, HIP 43674",6.48474166,43.040276199999994,4.2152422199999995,0.423461262,0.093400804,1.1982056,1.05999,1.32201,1.1928086,2.0057742,1.6180524,2.5168569,302.49977,287.33799,320.89248,Jovian,1.58,G,8.8974461,08 53 50.8061,+33 03 24.5232,2.827887,1.2479317,2.9265305,1.580652,2.7746172,1.6711804,2.7746172,1.5257721,2.7746172,4.5404072,3.0109644,0.477445,0.0,0.0,Hot,0.0,0.34819459,Lynx,Lyn,Lynx,13.175798,861.31389,1.191
HD 76700 b,3.0,66.743881,-9.5348401,9.5348401,3.4033559999999996,-0.24662,0.22644199999999998,2002.0,2018-09-06,3.97097,-0.00023,0.00023,0.05,0.0,0.0,0.09,-0.08,0.08,82.03,-4.98,3.8220000000000005,68.7,-49.812,34.912,2452913.7800000003,-0.9738,1.0338,0.82,0.3738,-0.08420000000000001,0.11979999999999999,0.0,0.0,0.0,Radial Velocity,HD 76700,133.48131,-66.800995,8.155,60.99,-0.12,0.12,0.31,-0.054000000000000006,0.052000000000000005,0.99,-0.17,0.17,1.37,-0.03,0.03,G6 V,4.646800000000001,-0.3847999999999999,0.3847999999999999,5644.0,-33.0,33.0,4.16,"HD 76700, HIP 43686",2.4183171000000003,6.05788122,1.7408271919999998,0.5798756182,0.0018523456,0.0502025,0.0455,0.0545,0.050050761,685.33648,574.49307,824.24251,1301.5445,1247.2862,1365.0818,Jovian,1.37,G,8.8987543,08 53 55.5156,-66 48 03.5820,1.706388,0.98818066,2.3367911,1.2516579,2.2154902,1.32372,2.2154902,1.2082582,2.2154902,3.5269774,1.6061356,0.45979353,0.0,0.0,Hot,0.0,0.091076805,Volans,Vol,Flying Fish,9.5951891,66.743881,0.05
HD 76920 b,3.0,1249.0641,-47.6742,44.49592,11.519396,-0.48875599999999997,0.524628,2017.0,2017-11-30,415.4,-0.2,0.2,1.149,-0.017,0.017,0.856,-0.009,0.009,76.2,-3.1605999999999996,3.1605999999999996,352.9,-1.1,1.9,2451852.7,-4.622,4.622,6.22,0.47359999999999997,-0.089,0.065,0.0,0.0,0.0,Radial Velocity,HD 76920,133.82007,-67.265472,7.817,184.8,-7.5,7.5,-0.11,-0.1,0.1,1.17,-0.2,0.2,7.47,-0.6,0.6,K1 III,7.1,-1.4646000000000001,1.4647999999999999,4698.0,-100.0,100.0,2.94,"HD 76920, HIP 43803",10.4966893,111.8693982,9.657378719999999,0.837415562,0.016914819,1.5699568,0.165456,2.132544,1.2955472,35.683842,5.3553258,889.64524,497.23738,387.56217,1391.3908,Jovian,7.47,K,8.9213383,08 55 16.8180,-67 15 55.6992,24.35465,3.9172347,9.5917124,4.9617788,9.0937905,5.2528052,9.0937905,4.7900912,9.0937905,13.324617,0.33430138,0.52259251,0.0,0.0,Hot,0.0,0.097791256,Volans,Vol,Flying Fish,12.962069,1249.0641,1.149
HD 77338 b,3.0,19.06968,-6.3565601,6.3565601,2.950472,-0.22644200000000003,0.199538,2012.0,2018-09-06,5.7361,-0.0015,0.0015,0.06,0.0,0.0,0.09,-0.22,0.22,79.9548,-6.517800000000001,4.488200000000001,199.2,-39.706,24.806,2454669.12,-1.76268,1.9235799999999998,1.3,0.3252,-0.1082,0.1424,0.0,0.0,0.0,Radial Velocity,HD 77338,135.30206,-25.527061,8.591,46.0,-0.07,0.07,0.32,-0.034,0.034,1.37,-0.32,0.32,0.97,-0.02,0.02,K0 IV,6.1,-1.7462,1.8862,5341.0,-31.0,31.0,4.6,"HD 77338, HIP 44291",2.57557268,6.78810208,2.121119208,0.8502303138,0.0013137683,0.060243,0.0546,0.0654,0.060060914,191.33128,160.38617,230.11087,946.08369,906.64369,992.26848,Neptunian,0.97,K,9.020138,09 01 12.4968,-25 31 37.4196,0.68599733,0.63746912,1.5219229,0.80744283,1.4429207,0.85418574,1.4429207,0.77947511,1.4429207,2.2362738,1.0634986,0.51237899,0.0,0.0,Hot,0.0,0.16586334,Pyxis,Pyx,Compass,4.5877261,19.06968,0.06
HD 7924 b,3.0,6.3565601,0.0,0.0,2.854066,-0.143488,0.15245599999999998,2008.0,2018-09-06,5.39792,-0.00025,0.00025,0.06,0.0,0.0,0.06,-0.05,0.05,81.9224,-5.2408,3.9438000000000004,94.44,-39.106,26.206,2454394.7399999998,-1.8404400000000003,1.88798,3.53,0.46060000000000006,-0.10300000000000001,0.1236,0.0,0.0,0.0,Radial Velocity,HD 7924,20.496313,76.710281,7.185,17.0,-0.01,0.01,-0.21,-0.064,0.064,0.65,-0.05,0.05,0.78,-0.01,0.01,K0.5 V,4.4799999999999995,-1.456,1.4040000000000001,5131.0,-14.0,14.0,4.46,"HD 7924, HIP 6379",2.138895,4.7062595599999995,1.5624861979999998,0.6415267880000001,0.0012064256,0.060108,0.0564,0.0636,0.060027039,105.13966,93.405334,118.77573,815.25399,792.02307,841.05972,Superterran,0.78,K,1.3664209,01 21 59.1154,+76 42 37.0116,0.37782084,0.47835658,1.1506998,0.60590764,1.0909671,0.64112723,1.0909671,0.58493193,1.0909671,1.6596126,0.57825102,0.39962769,0.0,0.0,Hot,0.0,0.24750283,Cassiopeia,Cas,Cassiopeia,2.4020004,6.3565601,0.06
HD 7924 c,3.0,7.8598865,-0.70875645,0.73100441,3.791222,-0.21299,0.22644199999999998,2015.0,2015-05-14,15.299,-0.0033,0.0032,0.1134,-0.0014,0.0013,0.098,-0.069,0.096,83.1412,-5.1846,3.9252000000000002,27.0,-60.0,52.0,2454080.3,-77.78794,77.72038,6.67,0.43420000000000003,-0.20598,0.22640000000000002,0.0,0.0,0.0,Radial Velocity,HD 7924,20.496313,76.710281,7.185,17.0,-0.01,0.01,-0.21,-0.038,0.038,0.65,-0.05,0.05,0.78,-0.01,0.01,K0.5 V,4.9646,-1.7328000000000003,1.7328000000000003,5131.0,-14.0,14.0,4.46,"HD 7924, HIP 6379",2.24754088,5.32011772,1.8958907359999997,0.7326113813999999,0.0023484019,0.11394455,0.1022868,0.1245132,0.11353657,29.522652,24.369977,36.1116,592.78678,566.05508,624.53473,Superterran,0.78,K,1.3664209,01 21 59.1154,+76 42 37.0116,0.37782084,0.47835658,1.1506998,0.60590764,1.0909671,0.64112723,1.0909671,0.58493193,1.0909671,1.6596126,0.57825102,0.39962769,0.0,0.0,Hot,0.0,0.26267992,Cassiopeia,Cas,Cassiopeia,2.7219203,7.8598865,0.1134
HD 7924 d,3.0,6.4391953,-0.77867861,0.79139173,2.692642,-0.11434200000000001,0.16815000000000002,2015.0,2015-05-14,24.451,-0.017,0.015,0.1551,-0.0019,0.0018,0.21,-0.12,0.13,75.32239999999999,-5.3028,3.9300000000000006,119.0,-97.0,210.0,2454082.2800000003,-80.45344,80.18433999999999,9.12,0.5502,-0.17198000000000002,0.1924,0.0,0.0,0.0,Radial Velocity,HD 7924,20.496313,76.710281,7.185,17.0,-0.01,0.01,-0.21,-0.036,0.036,0.65,-0.05,0.05,0.78,-0.01,0.01,K0.5 V,6.340000000000001,-2.4008,2.4008,5131.0,-14.0,14.0,4.46,"HD 7924, HIP 6379",2.06224734,4.29979548,1.600986716,0.6527434854,0.0026322684,0.15851995,0.122529,0.187671,0.15596765,16.064088,10.727328,25.165649,505.76542,461.071,570.61994,Superterran,0.78,K,1.3664209,01 21 59.1154,+76 42 37.0116,0.37782084,0.47835658,1.1506998,0.60590764,1.0909671,0.64112723,1.0909671,0.58493193,1.0909671,1.6596126,0.57825102,0.39962769,0.0,0.0,Hot,0.0,0.31015569,Cassiopeia,Cas,Cassiopeia,2.4203436,6.4391953,0.1551
